Id,SalePrice
1461,103242.33427605535
1462,117405.44569799876
1463,152624.47978762435
1464,155182.1410445814
1465,125478.67234406873
1466,143754.05047652434
1467,132881.72271786258
1468,123192.93164929283
1469,135773.43839383085
1470,99569.02864272044
1471,141838.46450188183
1472,101136.36740840659
1473,99074.47809496513
1474,126551.34869652997
1475,74292.10389042836
1476,213609.76735316627
1477,156877.99201770886
1478,181217.78531470426
1479,175149.4952441713
1480,250228.13396849664
1481,222661.83411867116
1482,135692.4181238404
1483,124737.85324474996
1484,112195.11496870015
1485,113421.0596015246
1486,148556.71980744167
1487,231666.23286824216
1488,162780.29158812153
1489,124272.32072543271
1490,151915.42076916396
1491,150778.09382320347
1492,88420.66416148303
1493,131912.0661857411
1494,206142.35358963368
1495,210910.00588469463
1496,148255.9482346515
1497,142175.6727672976
1498,111324.66805689722
1499,107118.27935925308
1500,116758.86930796683
1501,138912.11258316075
1502,94408.92091410715
1503,173180.81170033844
1504,177005.5865102445
1505,162499.1531015745
1506,168928.4887894103
1507,221349.6660085283
1508,173442.04045513412
1509,133518.48571802414
1510,133664.2818843977
1511,113221.13750724134
1512,160609.94339631722
1513,138625.3117172204
1514,154969.8461270342
1515,194664.73558823206
1516,131974.11019708833
1517,116791.46445708592
1518,141545.2100804442
1519,170876.54072673197
1520,108498.92522676392
1521,116351.64014670672
1522,155312.63381364595
1523,107184.81679270792
1524,90821.68287295576
1525,82723.3459373484
1526,90831.73961221219
1527,88160.4137666783
1528,116694.21917702173
1529,107504.2902577758
1530,166118.35127916388
1531,149112.62280417778
1532,76733.58336474583
1533,111270.5297949486
1534,100144.5460620289
1535,134267.6636455865
1536,90956.24786834963
1537,82883.73116907595
1538,125975.75329535724
1539,170446.2132174142
1540,163206.1213717086
1541,125240.89786001026
1542,132908.06421397283
1543,160648.07044375056
1544,69527.58035627262
1545,84910.83695816675
1546,100461.16251002319
1547,124597.52688571702
1548,120189.33371787758
1549,106392.94195744274
1550,128858.77525518426
1551,94220.50327023609
1552,148611.37274726623
1553,140767.21214588868
1554,95383.68942515993
1555,154215.1821376156
1556,86223.10841759048
1557,110663.91586216645
1558,74597.39488051258
1559,126288.33226026203
1560,142969.91878142807
1561,157811.45604109284
1562,77323.20359442508
1563,90996.99330327757
1564,131262.48865838122
1565,124166.14192997222
1566,171306.4459297507
1567,73663.70381748395
1568,200274.62835164415
1569,124460.15465711158
1570,84686.0429719455
1571,92146.46007153143
1572,120820.28446869005
1573,151210.81579833038
1574,123086.02694514794
1575,163687.11857631817
1576,189757.1319694005
1577,121013.72909992508
1578,121025.21266250453
1579,101468.1670290518
1580,143878.12014565463
1581,103241.1661606275
1582,86675.76309589602
1583,203163.40432971535
1584,188582.0577850252
1585,94174.69332075627
1586,47064.0932972961
1587,74601.34588856767
1588,117189.9118861521
1589,103651.48058181742
1590,98054.70832801324
1591,79086.83532433497
1592,111218.76815492574
1593,85345.13085377913
1594,171698.75904584938
1595,132959.92904448567
1596,183677.91436951654
1597,187956.84886748777
1598,131555.7864848975
1599,109525.20222686087
1600,117207.57533820355
1601,50601.47780766423
1602,108424.79978255795
1603,68122.15320632512
1604,167938.65454101388
1605,171981.02666707823
1606,138174.67948103257
1607,173536.86540142287
1608,136713.3194928496
1609,115123.79753619562
1610,116151.02820412091
1611,113387.5390001562
1612,132902.59146584876
1613,140050.0510215055
1614,94283.23943829825
